Rule,Support,Confidence
# / 0 1 3 → <,3799,0.9207464857004363
% & ) / 0 1 3 → <,3799,0.9207464857004363
% & / 0 1 3 → <,3799,0.9207464857004363
% ) / 0 1 3 → <,3799,0.9207464857004363
% / 0 1 3 → <,3799,0.9207464857004363
& ) / 0 1 3 → <,3799,0.9207464857004363
& / 0 1 3 → <,3799,0.9207464857004363
) / 0 1 3 → <,3799,0.9207464857004363
/ 0 1 3 → <,3799,0.9207464857004363
# % & ( ) / 0 1 3 → <,3789,0.9205539358600583
# % & ( / 0 1 3 → <,3789,0.9205539358600583
# % ( ) / 0 1 3 → <,3789,0.9205539358600583
# % ( / 0 1 3 → <,3789,0.9205539358600583
# & ( ) / 0 1 3 → <,3789,0.9205539358600583
# & ( / 0 1 3 → <,3789,0.9205539358600583
# ( ) / 0 1 3 → <,3789,0.9205539358600583
# ( / 0 1 3 → <,3789,0.9205539358600583
% & ( ) / 0 1 3 → <,3789,0.9205539358600583
% & ( / 0 1 3 → <,3789,0.9205539358600583
% ( ) / 0 1 3 → <,3789,0.9205539358600583
% ( / 0 1 3 → <,3789,0.9205539358600583
& ( ) / 0 1 3 → <,3789,0.9205539358600583
& ( / 0 1 3 → <,3789,0.9205539358600583
( ) / 0 1 3 → <,3789,0.9205539358600583
( / 0 1 3 → <,3789,0.9205539358600583
# % & ) / 0 1 → <,4231,0.9201826881252718
# % & / 0 1 → <,4231,0.9201826881252718
# % ) / 0 1 → <,4231,0.9201826881252718
# % / 0 1 → <,4231,0.9201826881252718
# & ) / 0 1 → <,4231,0.9201826881252718
# & / 0 1 → <,4231,0.9201826881252718
# ) / 0 1 → <,4231,0.9201826881252718
# / 0 1 → <,4231,0.9201826881252718
% & ) / 0 1 → <,4231,0.9201826881252718
% & / 0 1 → <,4231,0.9201826881252718
% ) / 0 1 → <,4231,0.9201826881252718
% / 0 1 → <,4231,0.9201826881252718
& ) / 0 1 → <,4231,0.9201826881252718
& / 0 1 → <,4231,0.9201826881252718
) / 0 1 → <,4231,0.9201826881252718
/ 0 1 → <,4231,0.9201826881252718
# % & ( ) / 0 1 → <,4221,0.9200087183958152
# % & ( / 0 1 → <,4221,0.9200087183958152
# % ( ) / 0 1 → <,4221,0.9200087183958152
# % ( / 0 1 → <,4221,0.9200087183958152
# & ( ) / 0 1 → <,4221,0.9200087183958152
# & ( / 0 1 → <,4221,0.9200087183958152
# ( ) / 0 1 → <,4221,0.9200087183958152
# ( / 0 1 → <,4221,0.9200087183958152
% & ( ) / 0 1 → <,4221,0.9200087183958152
% & ( / 0 1 → <,4221,0.9200087183958152
% ( ) / 0 1 → <,4221,0.9200087183958152
% ( / 0 1 → <,4221,0.9200087183958152
& ( ) / 0 1 → <,4221,0.9200087183958152
& ( / 0 1 → <,4221,0.9200087183958152
( ) / 0 1 → <,4221,0.9200087183958152
( / 0 1 → <,4221,0.9200087183958152
# % & ) : → <,5088,0.9184115523465703
# % & : → <,5088,0.9184115523465703
# % ) : → <,5088,0.9184115523465703
# % : → <,5088,0.9184115523465703
# & ) : → <,5088,0.9184115523465703
# & : → <,5088,0.9184115523465703
# ) : → <,5088,0.9184115523465703
# : → <,5088,0.9184115523465703
% & ) : → <,5088,0.9184115523465703
% & : → <,5088,0.9184115523465703
% ) : → <,5088,0.9184115523465703
% : → <,5088,0.9184115523465703
& ) : → <,5088,0.9184115523465703
& : → <,5088,0.9184115523465703
) : → <,5088,0.9184115523465703
: → <,5088,0.9184115523465703
# % & ( ) : → <,5047,0.9178032369521731
# % & ( : → <,5047,0.9178032369521731
# % ( ) : → <,5047,0.9178032369521731
# % ( : → <,5047,0.9178032369521731
# & ( ) : → <,5047,0.9178032369521731
# & ( : → <,5047,0.9178032369521731
# ( ) : → <,5047,0.9178032369521731
# ( : → <,5047,0.9178032369521731
% & ( ) : → <,5047,0.9178032369521731
% & ( : → <,5047,0.9178032369521731
% ( ) : → <,5047,0.9178032369521731
% ( : → <,5047,0.9178032369521731
& ( ) : → <,5047,0.9178032369521731
& ( : → <,5047,0.9178032369521731
( ) : → <,5047,0.9178032369521731
( : → <,5047,0.9178032369521731
# % & ) 1 3 → <,5223,0.9177648919346336
# % & 1 3 → <,5223,0.9177648919346336
# % ) 1 3 → <,5223,0.9177648919346336
# % 1 3 → <,5223,0.9177648919346336
# & ) 1 3 → <,5223,0.9177648919346336
# & 1 3 → <,5223,0.9177648919346336
# ) 1 3 → <,5223,0.9177648919346336
# 1 3 → <,5223,0.9177648919346336
% & ) 1 3 → <,5223,0.9177648919346336
% & 1 3 → <,5223,0.9177648919346336
% ) 1 3 → <,5223,0.9177648919346336
% 1 3 → <,5223,0.9177648919346336
& ) 1 3 → <,5223,0.9177648919346336
& 1 3 → <,5223,0.9177648919346336
) 1 3 → <,5223,0.9177648919346336
1 3 → <,5223,0.9177648919346336
# % & ( ) 1 3 → <,5213,0.9176201372997712
# % & ( 1 3 → <,5213,0.9176201372997712
# % ( ) 1 3 → <,5213,0.9176201372997712
# % ( 1 3 → <,5213,0.9176201372997712
# & ( ) 1 3 → <,5213,0.9176201372997712
# & ( 1 3 → <,5213,0.9176201372997712
# ( ) 1 3 → <,5213,0.9176201372997712
# ( 1 3 → <,5213,0.9176201372997712
% & ( ) 1 3 → <,5213,0.9176201372997712
% & ( 1 3 → <,5213,0.9176201372997712
% ( ) 1 3 → <,5213,0.9176201372997712
% ( 1 3 → <,5213,0.9176201372997712
& ( ) 1 3 → <,5213,0.9176201372997712
& ( 1 3 → <,5213,0.9176201372997712
( ) 1 3 → <,5213,0.9176201372997712
( 1 3 → <,5213,0.9176201372997712
# % & ( ) 0 : → <,2480,0.9174990751017388
# % & ( 0 : → <,2480,0.9174990751017388
# % & ) 0 : → <,2480,0.9174990751017388
# % & 0 : → <,2480,0.9174990751017388
# % ( ) 0 : → <,2480,0.9174990751017388
# % ( 0 : → <,2480,0.9174990751017388
# % ) 0 : → <,2480,0.9174990751017388
# % 0 : → <,2480,0.9174990751017388
# & ( ) 0 : → <,2480,0.9174990751017388
# & ( 0 : → <,2480,0.9174990751017388
# & ) 0 : → <,2480,0.9174990751017388
# & 0 : → <,2480,0.9174990751017388
# ( ) 0 : → <,2480,0.9174990751017388
# ( 0 : → <,2480,0.9174990751017388
# ) 0 : → <,2480,0.9174990751017388
# 0 : → <,2480,0.9174990751017388
% & ( ) 0 : → <,2480,0.9174990751017388
% & ( 0 : → <,2480,0.9174990751017388
% & ) 0 : → <,2480,0.9174990751017388
% & 0 : → <,2480,0.9174990751017388
% ( ) 0 : → <,2480,0.9174990751017388
% ( 0 : → <,2480,0.9174990751017388
% ) 0 : → <,2480,0.9174990751017388
% 0 : → <,2480,0.9174990751017388
& ( ) 0 : → <,2480,0.9174990751017388
& ( 0 : → <,2480,0.9174990751017388
& ) 0 : → <,2480,0.9174990751017388
& 0 : → <,2480,0.9174990751017388
( ) 0 : → <,2480,0.9174990751017388
( 0 : → <,2480,0.9174990751017388
) 0 : → <,2480,0.9174990751017388
0 : → <,2480,0.9174990751017388
# % & ( ) 1 5 → <,2055,0.9165923282783229
# % & ( 1 5 → <,2055,0.9165923282783229
# % & ) 1 5 → <,2055,0.9165923282783229
# % & 1 5 → <,2055,0.9165923282783229
# % ( ) 1 5 → <,2055,0.9165923282783229
# % ( 1 5 → <,2055,0.9165923282783229
# % ) 1 5 → <,2055,0.9165923282783229
# % 1 5 → <,2055,0.9165923282783229
# & ( ) 1 5 → <,2055,0.9165923282783229
# & ( 1 5 → <,2055,0.9165923282783229
# & ) 1 5 → <,2055,0.9165923282783229
# & 1 5 → <,2055,0.9165923282783229
# ( ) 1 5 → <,2055,0.9165923282783229
# ( 1 5 → <,2055,0.9165923282783229
# ) 1 5 → <,2055,0.9165923282783229
# 1 5 → <,2055,0.9165923282783229
% & ( ) 1 5 → <,2055,0.9165923282783229
% & ( 1 5 → <,2055,0.9165923282783229
% & ) 1 5 → <,2055,0.9165923282783229
% & 1 5 → <,2055,0.9165923282783229
% ( ) 1 5 → <,2055,0.9165923282783229
% ( 1 5 → <,2055,0.9165923282783229
% ) 1 5 → <,2055,0.9165923282783229
% 1 5 → <,2055,0.9165923282783229
& ( ) 1 5 → <,2055,0.9165923282783229
& ( 1 5 → <,2055,0.9165923282783229
& ) 1 5 → <,2055,0.9165923282783229
& 1 5 → <,2055,0.9165923282783229
( ) 1 5 → <,2055,0.9165923282783229
( 1 5 → <,2055,0.9165923282783229
) 1 5 → <,2055,0.9165923282783229
1 5 → <,2055,0.9165923282783229
# % 2 3 → 9,3422,0.9149732620320855
# % & 2 3 → 9,3422,0.9149732620320855
# % & ) 2 3 → 9,3422,0.9149732620320855
# % ) 2 3 → 9,3422,0.9149732620320855
# & 2 3 → 9,3422,0.9149732620320855
# & ) 2 3 → 9,3422,0.9149732620320855
# ) 2 3 → 9,3422,0.9149732620320855
# 2 3 → 9,3422,0.9149732620320855
% 2 3 → 9,3422,0.9149732620320855
% & 2 3 → 9,3422,0.9149732620320855
% & ) 2 3 → 9,3422,0.9149732620320855
% ) 2 3 → 9,3422,0.9149732620320855
& 2 3 → 9,3422,0.9149732620320855
& ) 2 3 → 9,3422,0.9149732620320855
) 2 3 → 9,3422,0.9149732620320855
2 3 → 9,3422,0.9149732620320855
# % & ( 2 3 → 9,3412,0.914745308310992
# % & ( ) 2 3 → 9,3412,0.914745308310992
# % ( 2 3 → 9,3412,0.914745308310992
# % ( ) 2 3 → 9,3412,0.914745308310992
# & ( 2 3 → 9,3412,0.914745308310992
# & ( ) 2 3 → 9,3412,0.914745308310992
# ( 2 3 → 9,3412,0.914745308310992
# ( ) 2 3 → 9,3412,0.914745308310992
% & ( 2 3 → 9,3412,0.914745308310992
% & ( ) 2 3 → 9,3412,0.914745308310992
% ( 2 3 → 9,3412,0.914745308310992
% ( ) 2 3 → 9,3412,0.914745308310992
& ( 2 3 → 9,3412,0.914745308310992
& ( ) 2 3 → 9,3412,0.914745308310992
( 2 3 → 9,3412,0.914745308310992
( ) 2 3 → 9,3412,0.914745308310992
# % & ( ) / 0 : → <,2382,0.9143953934740883
# % & ( / 0 : → <,2382,0.9143953934740883
# % & ) / 0 : → <,2382,0.9143953934740883
# % & / 0 : → <,2382,0.9143953934740883
# % ( ) / 0 : → <,2382,0.9143953934740883
# % ( / 0 : → <,2382,0.9143953934740883
# % ) / 0 : → <,2382,0.9143953934740883
# % / 0 : → <,2382,0.9143953934740883
# & ( ) / 0 : → <,2382,0.9143953934740883
# & ( / 0 : → <,2382,0.9143953934740883
# & ) / 0 : → <,2382,0.9143953934740883
# & / 0 : → <,2382,0.9143953934740883
# ( ) / 0 : → <,2382,0.9143953934740883
# ( / 0 : → <,2382,0.9143953934740883
# ) / 0 : → <,2382,0.9143953934740883
# / 0 : → <,2382,0.9143953934740883
% & ( ) / 0 : → <,2382,0.9143953934740883
% & ( / 0 : → <,2382,0.9143953934740883
% & ) / 0 : → <,2382,0.9143953934740883
% & / 0 : → <,2382,0.9143953934740883
% ( ) / 0 : → <,2382,0.9143953934740883
% ( / 0 : → <,2382,0.9143953934740883
% ) / 0 : → <,2382,0.9143953934740883
% / 0 : → <,2382,0.9143953934740883
& ( ) / 0 : → <,2382,0.9143953934740883
& ( / 0 : → <,2382,0.9143953934740883
& ) / 0 : → <,2382,0.9143953934740883
& / 0 : → <,2382,0.9143953934740883
( ) / 0 : → <,2382,0.9143953934740883
( / 0 : → <,2382,0.9143953934740883
) / 0 : → <,2382,0.9143953934740883
/ 0 : → <,2382,0.9143953934740883
# % & ) 0 → <,4465,0.9138354482194023
# % & 0 → <,4465,0.9138354482194023
# % ) 0 → <,4465,0.9138354482194023
# % 0 → <,4465,0.9138354482194023
# & ) 0 → <,4465,0.9138354482194023
# & 0 → <,4465,0.9138354482194023
# ) 0 → <,4465,0.9138354482194023
# 0 → <,4465,0.9138354482194023
% & ) 0 → <,4465,0.9138354482194023
% & 0 → <,4465,0.9138354482194023
% ) 0 → <,4465,0.9138354482194023
% 0 → <,4465,0.9138354482194023
& ) 0 → <,4465,0.9138354482194023
& 0 → <,4465,0.9138354482194023
) 0 → <,4465,0.9138354482194023
0 → <,4465,0.9138354482194023
# % & ( ) 0 → <,4455,0.9136587366694011
# % & ( 0 → <,4455,0.9136587366694011
# % ( ) 0 → <,4455,0.9136587366694011
# % ( 0 → <,4455,0.9136587366694011
# & ( ) 0 → <,4455,0.9136587366694011
# & ( 0 → <,4455,0.9136587366694011
# ( ) 0 → <,4455,0.9136587366694011
# ( 0 → <,4455,0.9136587366694011
% & ( ) 0 → <,4455,0.9136587366694011
% & ( 0 → <,4455,0.9136587366694011
% ( ) 0 → <,4455,0.9136587366694011
% ( 0 → <,4455,0.9136587366694011
& ( ) 0 → <,4455,0.9136587366694011
& ( 0 → <,4455,0.9136587366694011
( ) 0 → <,4455,0.9136587366694011
( 0 → <,4455,0.9136587366694011
# % & ( ) 0 1 : → <,2359,0.9136328427575523
# % & ( 0 1 : → <,2359,0.9136328427575523
# % & ) 0 1 : → <,2359,0.9136328427575523
# % & 0 1 : → <,2359,0.9136328427575523
# % ( ) 0 1 : → <,2359,0.9136328427575523
# % ( 0 1 : → <,2359,0.9136328427575523
# % ) 0 1 : → <,2359,0.9136328427575523
# % 0 1 : → <,2359,0.9136328427575523
# & ( ) 0 1 : → <,2359,0.9136328427575523
# & ( 0 1 : → <,2359,0.9136328427575523
# & ) 0 1 : → <,2359,0.9136328427575523
# & 0 1 : → <,2359,0.9136328427575523
# ( ) 0 1 : → <,2359,0.9136328427575523
# ( 0 1 : → <,2359,0.9136328427575523
# ) 0 1 : → <,2359,0.9136328427575523
# 0 1 : → <,2359,0.9136328427575523
% & ( ) 0 1 : → <,2359,0.9136328427575523
% & ( 0 1 : → <,2359,0.9136328427575523
% & ) 0 1 : → <,2359,0.9136328427575523
% & 0 1 : → <,2359,0.9136328427575523
% ( ) 0 1 : → <,2359,0.9136328427575523
% ( 0 1 : → <,2359,0.9136328427575523
% ) 0 1 : → <,2359,0.9136328427575523
% 0 1 : → <,2359,0.9136328427575523
& ( ) 0 1 : → <,2359,0.9136328427575523
& ( 0 1 : → <,2359,0.9136328427575523
& ) 0 1 : → <,2359,0.9136328427575523
& 0 1 : → <,2359,0.9136328427575523
( ) 0 1 : → <,2359,0.9136328427575523
( 0 1 : → <,2359,0.9136328427575523
) 0 1 : → <,2359,0.9136328427575523
0 1 : → <,2359,0.9136328427575523
# % & ) 1 → <,5855,0.912420134019012
# % & 1 → <,5855,0.912420134019012
# % ) 1 → <,5855,0.912420134019012
# % 1 → <,5855,0.912420134019012
# & ) 1 → <,5855,0.912420134019012
# & 1 → <,5855,0.912420134019012
# ) 1 → <,5855,0.912420134019012
# 1 → <,5855,0.912420134019012
% & ) 1 → <,5855,0.912420134019012
% & 1 → <,5855,0.912420134019012
% ) 1 → <,5855,0.912420134019012
% 1 → <,5855,0.912420134019012
& ) 1 → <,5855,0.912420134019012
& 1 → <,5855,0.912420134019012
) 1 → <,5855,0.912420134019012
1 → <,5855,0.912420134019012
# % & ( ) 1 → <,5845,0.9122834399875137
# % & ( 1 → <,5845,0.9122834399875137
# % ( ) 1 → <,5845,0.9122834399875137
# % ( 1 → <,5845,0.9122834399875137
# & ( ) 1 → <,5845,0.9122834399875137
# & ( 1 → <,5845,0.9122834399875137
# ( ) 1 → <,5845,0.9122834399875137
# ( 1 → <,5845,0.9122834399875137
% & ( ) 1 → <,5845,0.9122834399875137
% & ( 1 → <,5845,0.9122834399875137
% ( ) 1 → <,5845,0.9122834399875137
% ( 1 → <,5845,0.9122834399875137
& ( ) 1 → <,5845,0.9122834399875137
& ( 1 → <,5845,0.9122834399875137
( ) 1 → <,5845,0.9122834399875137
( 1 → <,5845,0.9122834399875137
# % & ( ) / 0 1 : → <,2319,0.9122738001573564
# % & ( / 0 1 : → <,2319,0.9122738001573564
# % & ) / 0 1 : → <,2319,0.9122738001573564
# % & / 0 1 : → <,2319,0.9122738001573564
# % ( ) / 0 1 : → <,2319,0.9122738001573564
# % ( / 0 1 : → <,2319,0.9122738001573564
# % ) / 0 1 : → <,2319,0.9122738001573564
# % / 0 1 : → <,2319,0.9122738001573564
# & ( ) / 0 1 : → <,2319,0.9122738001573564
# & ( / 0 1 : → <,2319,0.9122738001573564
# & ) / 0 1 : → <,2319,0.9122738001573564
# & / 0 1 : → <,2319,0.9122738001573564
# ( ) / 0 1 : → <,2319,0.9122738001573564
# ( / 0 1 : → <,2319,0.9122738001573564
# ) / 0 1 : → <,2319,0.9122738001573564
# / 0 1 : → <,2319,0.9122738001573564
% & ( ) / 0 1 : → <,2319,0.9122738001573564
% & ( / 0 1 : → <,2319,0.9122738001573564
% & ) / 0 1 : → <,2319,0.9122738001573564
% & / 0 1 : → <,2319,0.9122738001573564
% ( ) / 0 1 : → <,2319,0.9122738001573564
% ( / 0 1 : → <,2319,0.9122738001573564
% ) / 0 1 : → <,2319,0.9122738001573564
% / 0 1 : → <,2319,0.9122738001573564
& ( ) / 0 1 : → <,2319,0.9122738001573564
& ( / 0 1 : → <,2319,0.9122738001573564
& ) / 0 1 : → <,2319,0.9122738001573564
& / 0 1 : → <,2319,0.9122738001573564
( ) / 0 1 : → <,2319,0.9122738001573564
( / 0 1 : → <,2319,0.9122738001573564
) / 0 1 : → <,2319,0.9122738001573564
/ 0 1 : → <,2319,0.9122738001573564
# % & ) 0 1 → <,4344,0.9116474291710388
# % & 0 1 → <,4344,0.9116474291710388
# % ) 0 1 → <,4344,0.9116474291710388
# % 0 1 → <,4344,0.9116474291710388
# & ) 0 1 → <,4344,0.9116474291710388
# & 0 1 → <,4344,0.9116474291710388
# ) 0 1 → <,4344,0.9116474291710388
# 0 1 → <,4344,0.9116474291710388
% & ) 0 1 → <,4344,0.9116474291710388
% & 0 1 → <,4344,0.9116474291710388
% ) 0 1 → <,4344,0.9116474291710388
% 0 1 → <,4344,0.9116474291710388
& ) 0 1 → <,4344,0.9116474291710388
& 0 1 → <,4344,0.9116474291710388
) 0 1 → <,4344,0.9116474291710388
0 1 → <,4344,0.9116474291710388
# % & ( ) 0 1 → <,4334,0.9114616193480547
# % & ( 0 1 → <,4334,0.9114616193480547
# % ( ) 0 1 → <,4334,0.9114616193480547
# % ( 0 1 → <,4334,0.9114616193480547
# & ( ) 0 1 → <,4334,0.9114616193480547
# & ( 0 1 → <,4334,0.9114616193480547
# ( ) 0 1 → <,4334,0.9114616193480547
# ( 0 1 → <,4334,0.9114616193480547
% & ( ) 0 1 → <,4334,0.9114616193480547
% & ( 0 1 → <,4334,0.9114616193480547
% ( ) 0 1 → <,4334,0.9114616193480547
% ( 0 1 → <,4334,0.9114616193480547
& ( ) 0 1 → <,4334,0.9114616193480547
& ( 0 1 → <,4334,0.9114616193480547
( ) 0 1 → <,4334,0.9114616193480547
( 0 1 → <,4334,0.9114616193480547
# % & ) / 1 → <,4920,0.9089229632366524
# % & / 1 → <,4920,0.9089229632366524
# % ) / 1 → <,4920,0.9089229632366524
# % / 1 → <,4920,0.9089229632366524
# & ) / 1 → <,4920,0.9089229632366524
# & / 1 → <,4920,0.9089229632366524
# ) / 1 → <,4920,0.9089229632366524
# / 1 → <,4920,0.9089229632366524
% & ) / 1 → <,4920,0.9089229632366524
% & / 1 → <,4920,0.9089229632366524
% ) / 1 → <,4920,0.9089229632366524
% / 1 → <,4920,0.9089229632366524
& ) / 1 → <,4920,0.9089229632366524
& / 1 → <,4920,0.9089229632366524
) / 1 → <,4920,0.9089229632366524
/ 1 → <,4920,0.9089229632366524
# % & ( ) / 1 → <,4910,0.9087543957060892
# % & ( / 1 → <,4910,0.9087543957060892
# % ( ) / 1 → <,4910,0.9087543957060892
# % ( / 1 → <,4910,0.9087543957060892
# & ( ) / 1 → <,4910,0.9087543957060892
# & ( / 1 → <,4910,0.9087543957060892
# ( ) / 1 → <,4910,0.9087543957060892
# ( / 1 → <,4910,0.9087543957060892
% & ( ) / 1 → <,4910,0.9087543957060892
% & ( / 1 → <,4910,0.9087543957060892
% ( ) / 1 → <,4910,0.9087543957060892
% ( / 1 → <,4910,0.9087543957060892
& ( ) / 1 → <,4910,0.9087543957060892
& ( / 1 → <,4910,0.9087543957060892
( ) / 1 → <,4910,0.9087543957060892
( / 1 → <,4910,0.9087543957060892
# % & ) / 0 → 1 <,4231,0.9077451190731602
# % & / 0 → 1 <,4231,0.9077451190731602
# % ) / 0 → 1 <,4231,0.9077451190731602
# % / 0 → 1 <,4231,0.9077451190731602
# & ) / 0 → 1 <,4231,0.9077451190731602
# & / 0 → 1 <,4231,0.9077451190731602
# ) / 0 → 1 <,4231,0.9077451190731602
# / 0 → 1 <,4231,0.9077451190731602
% & ) / 0 → 1 <,4231,0.9077451190731602
% & / 0 → 1 <,4231,0.9077451190731602
% ) / 0 → 1 <,4231,0.9077451190731602
% / 0 → 1 <,4231,0.9077451190731602
& ) / 0 → 1 <,4231,0.9077451190731602
& / 0 → 1 <,4231,0.9077451190731602
) / 0 → 1 <,4231,0.9077451190731602
/ 0 → 1 <,4231,0.9077451190731602
# % & ( ) / 0 → 1 <,4221,0.9075467641367447
# % & ( / 0 → 1 <,4221,0.9075467641367447
# % ( ) / 0 → 1 <,4221,0.9075467641367447
# % ( / 0 → 1 <,4221,0.9075467641367447
# & ( ) / 0 → 1 <,4221,0.9075467641367447
# & ( / 0 → 1 <,4221,0.9075467641367447
# ( ) / 0 → 1 <,4221,0.9075467641367447
# ( / 0 → 1 <,4221,0.9075467641367447
% & ( ) / 0 → 1 <,4221,0.9075467641367447
% & ( / 0 → 1 <,4221,0.9075467641367447
% ( ) / 0 → 1 <,4221,0.9075467641367447
% ( / 0 → 1 <,4221,0.9075467641367447
& ( ) / 0 → 1 <,4221,0.9075467641367447
& ( / 0 → 1 <,4221,0.9075467641367447
( ) / 0 → 1 <,4221,0.9075467641367447
( / 0 → 1 <,4221,0.9075467641367447
# % & ) 0 3 9 → <,3187,0.9069436539556062
# % & 0 3 9 → <,3187,0.9069436539556062
# % ) 0 3 9 → <,3187,0.9069436539556062
# % 0 3 9 → <,3187,0.9069436539556062
# & ) 0 3 9 → <,3187,0.9069436539556062
# & 0 3 9 → <,3187,0.9069436539556062
# ) 0 3 9 → <,3187,0.9069436539556062
# 0 3 9 → <,3187,0.9069436539556062
% & ) 0 3 9 → <,3187,0.9069436539556062
% & 0 3 9 → <,3187,0.9069436539556062
% ) 0 3 9 → <,3187,0.9069436539556062
% 0 3 9 → <,3187,0.9069436539556062
& ) 0 3 9 → <,3187,0.9069436539556062
& 0 3 9 → <,3187,0.9069436539556062
) 0 3 9 → <,3187,0.9069436539556062
0 3 9 → <,3187,0.9069436539556062
# % & ( ) 0 3 : → <,2170,0.9068115336397827
# % & ( 0 3 : → <,2170,0.9068115336397827
# % & ) 0 3 : → <,2170,0.9068115336397827
# % & 0 3 : → <,2170,0.9068115336397827
# % ( ) 0 3 : → <,2170,0.9068115336397827
# % ( 0 3 : → <,2170,0.9068115336397827
# % ) 0 3 : → <,2170,0.9068115336397827
# % 0 3 : → <,2170,0.9068115336397827
# & ( ) 0 3 : → <,2170,0.9068115336397827
# & ( 0 3 : → <,2170,0.9068115336397827
# & ) 0 3 : → <,2170,0.9068115336397827
# & 0 3 : → <,2170,0.9068115336397827
# ( ) 0 3 : → <,2170,0.9068115336397827
# ( 0 3 : → <,2170,0.9068115336397827
# ) 0 3 : → <,2170,0.9068115336397827
# 0 3 : → <,2170,0.9068115336397827
% & ( ) 0 3 : → <,2170,0.9068115336397827
% & ( 0 3 : → <,2170,0.9068115336397827
% & ) 0 3 : → <,2170,0.9068115336397827
% & 0 3 : → <,2170,0.9068115336397827
% ( ) 0 3 : → <,2170,0.9068115336397827
% ( 0 3 : → <,2170,0.9068115336397827
% ) 0 3 : → <,2170,0.9068115336397827
% 0 3 : → <,2170,0.9068115336397827
& ( ) 0 3 : → <,2170,0.9068115336397827
& ( 0 3 : → <,2170,0.9068115336397827
& ) 0 3 : → <,2170,0.9068115336397827
& 0 3 : → <,2170,0.9068115336397827
( ) 0 3 : → <,2170,0.9068115336397827
( 0 3 : → <,2170,0.9068115336397827
) 0 3 : → <,2170,0.9068115336397827
0 3 : → <,2170,0.9068115336397827
# % & ) 1 3 9 → <,4345,0.9067195325542571
# % & 1 3 9 → <,4345,0.9067195325542571
# % ) 1 3 9 → <,4345,0.9067195325542571
# % 1 3 9 → <,4345,0.9067195325542571
# & ) 1 3 9 → <,4345,0.9067195325542571
# & 1 3 9 → <,4345,0.9067195325542571
# ) 1 3 9 → <,4345,0.9067195325542571
# 1 3 9 → <,4345,0.9067195325542571
% & ) 1 3 9 → <,4345,0.9067195325542571
% & 1 3 9 → <,4345,0.9067195325542571
% ) 1 3 9 → <,4345,0.9067195325542571
% 1 3 9 → <,4345,0.9067195325542571
& ) 1 3 9 → <,4345,0.9067195325542571
& 1 3 9 → <,4345,0.9067195325542571
) 1 3 9 → <,4345,0.9067195325542571
1 3 9 → <,4345,0.9067195325542571
# % & ( ) 0 3 9 → <,3177,0.9066780821917808
# % & ( 0 3 9 → <,3177,0.9066780821917808
# % ( ) 0 3 9 → <,3177,0.9066780821917808
# % ( 0 3 9 → <,3177,0.9066780821917808
# & ( ) 0 3 9 → <,3177,0.9066780821917808
# & ( 0 3 9 → <,3177,0.9066780821917808
# ( ) 0 3 9 → <,3177,0.9066780821917808
# ( 0 3 9 → <,3177,0.9066780821917808
% & ( ) 0 3 9 → <,3177,0.9066780821917808
% & ( 0 3 9 → <,3177,0.9066780821917808
% ( ) 0 3 9 → <,3177,0.9066780821917808
% ( 0 3 9 → <,3177,0.9066780821917808
& ( ) 0 3 9 → <,3177,0.9066780821917808
& ( 0 3 9 → <,3177,0.9066780821917808
( ) 0 3 9 → <,3177,0.9066780821917808
( 0 3 9 → <,3177,0.9066780821917808
# % & ( ) 1 3 9 → <,4335,0.9065244667503137
# % & ( 1 3 9 → <,4335,0.9065244667503137
# % ( ) 1 3 9 → <,4335,0.9065244667503137
# % ( 1 3 9 → <,4335,0.9065244667503137
# & ( ) 1 3 9 → <,4335,0.9065244667503137
# & ( 1 3 9 → <,4335,0.9065244667503137
# ( ) 1 3 9 → <,4335,0.9065244667503137
# ( 1 3 9 → <,4335,0.9065244667503137
% & ( ) 1 3 9 → <,4335,0.9065244667503137
% & ( 1 3 9 → <,4335,0.9065244667503137
% ( ) 1 3 9 → <,4335,0.9065244667503137
% ( 1 3 9 → <,4335,0.9065244667503137
& ( ) 1 3 9 → <,4335,0.9065244667503137
& ( 1 3 9 → <,4335,0.9065244667503137
( ) 1 3 9 → <,4335,0.9065244667503137
( 1 3 9 → <,4335,0.9065244667503137
# % & ) 2 : → <,2773,0.9062091503267974
# % & 2 : → <,2773,0.9062091503267974
# % ) 2 : → <,2773,0.9062091503267974
# % 2 : → <,2773,0.9062091503267974
# & ) 2 : → <,2773,0.9062091503267974
# & 2 : → <,2773,0.9062091503267974
# ) 2 : → <,2773,0.9062091503267974
# 2 : → <,2773,0.9062091503267974
% & ) 2 : → <,2773,0.9062091503267974
% & 2 : → <,2773,0.9062091503267974
% ) 2 : → <,2773,0.9062091503267974
% 2 : → <,2773,0.9062091503267974
& ) 2 : → <,2773,0.9062091503267974
& 2 : → <,2773,0.9062091503267974
) 2 : → <,2773,0.9062091503267974
2 : → <,2773,0.9062091503267974
# % & ) / 1 3 → <,4367,0.9060165975103734
# % & / 1 3 → <,4367,0.9060165975103734
# % ) / 1 3 → <,4367,0.9060165975103734
# % / 1 3 → <,4367,0.9060165975103734
# & ) / 1 3 → <,4367,0.9060165975103734
# & / 1 3 → <,4367,0.9060165975103734
# ) / 1 3 → <,4367,0.9060165975103734
# / 1 3 → <,4367,0.9060165975103734
% & ) / 1 3 → <,4367,0.9060165975103734
